caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes
1952-069,1952-069-01,1952-069-01-01,1952-069-01-01-01,3/16/1953,per curiam (orally argued),345 U.S. 242,73 S. Ct. 600,97 L. Ed. 2d 983,1953 U.S. LEXIS 2302,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,384,"ALBERTSON ET AL. v. MILLARD, ATTORNEY GENERAL OF MICHIGAN, ET AL.",2/2/1953,,"political candidate, activist, committee, party, party member, organization, or elected official",,"governmental official, or an official of an agency established under an interstate compact",Michigan,appeal,,,3-judge district ct heard case,Michigan Eastern U.S. District Court,27,Michigan Eastern U.S. District Court,Michigan,no mention that dissent occurred,case did not arise on cert or cert not granted,,conservative,no declaration of unconstitutionality,vacated and remanded,no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,comity: First Amendment,Judicial Power,conservative,dissent in opposite direction,federal common law,Supreme Court supervision of lower federal or state courts or original jurisdiction,,,,,,first vote on issue/legal provision,7,2
1952-070,1952-070-01,1952-070-01-01,1952-070-01-01-01,4/6/1953,opinion of the court (orally argued),345 U.S. 247,73 S. Ct. 656,97 L. Ed. 2d 986,1953 U.S. LEXIS 2607,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,150,WESTERN PACIFIC RAILROAD CORP. ET AL. v. WESTERN PACIFIC RAILROAD CO. ET AL.,12/15/1952,,railroad,,railroad,,cert,,,no mention that a 3-judge ct heard case,California Northern U.S. District Court,6,"U.S. Court of Appeals, Ninth Circuit",,dissent in ct whose dec the sct reviewed,to resolve important or significant question,affirmed,conservative,no declaration of unconstitutionality,vacated and remanded,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,judicial administration: jurisdiction or authority of federal courts of appeals,Judicial Power,liberal,dissent in opposite direction,statutory construction,,Infrequently litigated statutes,Infrequently litigated statutes,28 U.S.C. € 46,"FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,8,1
1952-071,1952-071-01,1952-071-01-01,1952-071-01-01-01,4/6/1953,opinion of the court (orally argued),345 U.S. 278,73 S. Ct. 671,97 L. Ed. 2d 1007,1953 U.S. LEXIS 2695,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,76,HEALY ET AL. v. COMMISSIONER OF INTERNAL REVENUE,12/12/1952,,"taxpayer or executor of taxpayer's estate, federal only",,"Internal Revenue Service, Collector, Commissioner, or District Director of",,cert,"Internal Revenue Service, Collector, Commissioner, or District Director of",,no mention that a 3-judge ct heard case,U.S. Tax Court,,"U.S. Court of Appeals, Second Circuit",,no mention that dissent occurred,federal court conflict,reversed,liberal,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,"federal taxation, typically under provisions of the Internal Revenue Code",Federal Taxation,liberal,dissent in opposite direction,statutory construction,,Federal Statute,Internal Revenue Code and pre-IRC revenue acts,,"FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,8,1
1952-072,1952-072-01,1952-072-01-01,1952-072-01-01-01,4/6/1953,judgment of the Court (orally argued),345 U.S. 286,73 S. Ct. 676,97 L. Ed. 2d 1013,1953 U.S. LEXIS 2235,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,5 M,IN RE DISBARMENT OF ISSERMAN,,,state or U.S. supreme court,United States,"attorney, or person acting as such;includes bar applicant or law student, or law firm or bar association",,"unspecified, other",,,no mention that a 3-judge ct heard case,,,,,no mention that dissent occurred,case did not arise on cert or cert not granted,,liberal,no declaration of unconstitutionality,"stay, petition, or motion granted",no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,"admission to, or disbarment from, Bar of the U.S. Supreme Court",Attorneys,conservative,dissent in opposite direction,statutory construction,Supreme Court supervision of lower federal or state courts or original jurisdiction,Court Rules,Supreme Court Rules,,"FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,4,4
1952-073,1952-073-01,1952-073-01-01,1952-073-01-01-01,4/6/1953,opinion of the court (orally argued),345 U.S. 295,73 S. Ct. 706,97 L. Ed. 2d 1020,1953 U.S. LEXIS 2559,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,205,UNITED STATES v. PUBLIC UTILITIES COMMISSION OF CALIFORNIA ET AL.,1/14/1953,,United States,,State,California,cert,State Agency,California,no mention that a 3-judge ct heard case,State Supreme Court,6,State Supreme Court,California,no mention that dissent occurred,no reason given,petition denied or appeal dismissed,conservative,no declaration of unconstitutionality,reversed,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.,Federalism,liberal,dissent in opposite direction,statutory construction,,Federal Statute,Federal Power,,"SFReed 	Reed, Stanley ( 01/31/1938 - 02/25/1957 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,8,0
1952-074,1952-074-01,1952-074-01-01,1952-074-01-01-01,4/6/1953,opinion of the court (orally argued),345 U.S. 322,73 S. Ct. 721,97 L. Ed. 2d 1041,1953 U.S. LEXIS 2541,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,302,"DAMERON v. BRODHEAD, MANAGER OF REVENUE & EX-OFFICIO TREASURER OF THE CITY & COUNTY OF DENVER",2/4/1953,,"military personnel, or dependent of, including reservist",,"governmental official, or an official of an agency established under an interstate compact",Colorado,cert,,,no mention that a 3-judge ct heard case,State Trial Court,7,State Supreme Court,Colorado,no mention that dissent occurred,no reason given,reversed,liberal,no declaration of unconstitutionality,reversed,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,state or local government tax,Economic Activity,conservative,dissent in opposite direction,statutory construction,,Infrequently litigated statutes,Infrequently litigated statutes,50 U.S.C. € 574,"SFReed 	Reed, Stanley ( 01/31/1938 - 02/25/1957 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,7,2
1952-075,1952-075-01,1952-075-01-01,1952-075-01-01-01,4/6/1953,opinion of the court (orally argued),345 U.S. 330,73 S. Ct. 681,97 L. Ed. 2d 1048,1953 U.S. LEXIS 2609,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,193,FORD MOTOR CO. v. HUFFMAN ET AL.,12/18/1952,,"employer. If employer's relations with employees are governed by the nature of the employer's business (e.g., railroad, boat), rather than labor law generally, the more specific designation is used in place of Employer.",,veteran,,cert,,,no mention that a 3-judge ct heard case,Kentucky Western U.S. District Court,21,"U.S. Court of Appeals, Sixth Circuit",,dissent in ct whose dec the sct reviewed,to resolve important or significant question,reversed,liberal,no declaration of unconstitutionality,reversed and remanded,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,military: veteran,Civil Rights,conservative,dissent in opposite direction,statutory construction,,Federal Statute,"Selective Service, Military Selective Service, or Universal Military Service and Training Acts",,"HHBurton 	Burton, Harold ( 10/01/1945 - 10/13/1958 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,9,0
1952-076,1952-076-01,1952-076-01-01,1952-076-01-01-01,4/6/1953,opinion of the court (orally argued),345 U.S. 344,73 S. Ct. 693,97 L. Ed. 2d 1061,1953 U.S. LEXIS 2542,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,253,"UNITED STATES v. CERTAIN PARCELS OF LAND IN THE COUNTY OF FAIRFAX, VIRGINIA, ET AL.",1/9/1953,,United States,,"owner, landlord, or claimant to ownership, fee interest, or possession of land as well as chattels",,cert,,,no mention that a 3-judge ct heard case,Virginia Eastern U.S. District Court,55,"U.S. Court of Appeals, Fourth Circuit",,no mention that dissent occurred,to resolve important or significant question,affirmed,conservative,no declaration of unconstitutionality,reversed,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,"due process: takings clause, or other non-constitutional governmental taking of property",Due Process,liberal,dissent in opposite direction,statutory construction,,Infrequently litigated statutes,Infrequently litigated statutes,42 U.S.C. € 1534,"TCClark 	Clark, Tom ( 08/24/1949 - 06/12/1967 )","HLBlack 	Black, Hugo ( 08/19/1937 - 09/17/1971 )",first vote on issue/legal provision,6,2
1952-077,1952-077-01,1952-077-01-01,1952-077-01-01-01,4/6/1953,opinion of the court (orally argued),345 U.S. 361,73 S. Ct. 701,97 L. Ed. 2d 1071,1953 U.S. LEXIS 2608,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,440,"UNITED STATES v. GILBERT ASSOCIATES, INC.",3/11/1953,,United States,,"state or local governmental taxpayer, or executor of the estate of",New Hampshire,cert,,,no mention that a 3-judge ct heard case,State Supreme Court,34,State Supreme Court,New Hampshire,no mention that dissent occurred,no reason given,,conservative,no declaration of unconstitutionality,reversed,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,priority of federal fiscal claims: over those of the states or private entities,Federal Taxation,liberal,dissent in opposite direction,statutory construction,,Federal Statute,Internal Revenue Code and pre-IRC revenue acts,,"SMinton 	Minton, Sherman ( 10/12/1949 - 10/15/1956 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,7,2
1952-078,1952-078-01,1952-078-01-01,1952-078-01-01-01,4/13/1953,per curiam (no oral argument),345 U.S. 377,73 S. Ct. 759,97 L. Ed. 2d 1086,1953 U.S. LEXIS 2206,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,556,UNITED STATES v. JONES,,,United States,,governmental employee or job applicant,Florida,appeal,,,no mention that a 3-judge ct heard case,Florida Southern U.S. District Court,12,Florida Southern U.S. District Court,Florida,no mention that dissent occurred,case did not arise on cert or cert not granted,,liberal,no declaration of unconstitutionality,vacated and remanded,unusual disposition,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,"judicial administration: Supreme Court jurisdiction or authority on appeal or writ of error, from federal district courts or courts of appeals (cf. 753)",Judicial Power,conservative,dissent in opposite direction,statutory construction,,Infrequently litigated statutes,Infrequently litigated statutes,18 U.S.C. € 3731,,,first vote on issue/legal provision,9,0
1952-079,1952-079-01,1952-079-01-01,1952-079-01-01-01,4/27/1953,opinion of the court (orally argued),345 U.S. 379,73 S. Ct. 749,97 L. Ed. 2d 1094,1953 U.S. LEXIS 2156,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,322,POPE ET AL. v. ATLANTIC COAST LINE RAILROAD CO.,1/16/1953,,"employee, or job applicant, including beneficiaries of",,railroad,,cert,,,no mention that a 3-judge ct heard case,State Trial Court,13,State Supreme Court,Georgia,no mention that dissent occurred,putative conflict,reversed,conservative,no declaration of unconstitutionality,reversed,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,venue,Judicial Power,liberal,dissent in opposite direction,statutory construction,,Federal Statute,"Federal Employers' Liability, as amended",,"FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,8,1
1952-080,1952-080-01,1952-080-01-01,1952-080-01-01-01,4/27/1953,opinion of the court (orally argued),345 U.S. 395,73 S. Ct. 760,97 L. Ed. 2d 1105,1953 U.S. LEXIS 2606,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,341,POULOS v. NEW HAMPSHIRE,2/3/1953,,"religious organization, institution, or person",,State,New Hampshire,appeal,,,no mention that a 3-judge ct heard case,State Trial Court,34,State Supreme Court,New Hampshire,no mention that dissent occurred,case did not arise on cert or cert not granted,affirmed,conservative,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,free exercise of religion,First Amendment,conservative,dissent in opposite direction,judicial review (state level),,Constitutional Amendment,First Amendment (free exercise of religion),,"SFReed 	Reed, Stanley ( 01/31/1938 - 02/25/1957 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,7,2
1952-081,1952-081-01,1952-081-01-01,1952-081-01-01-01,4/27/1953,opinion of the court (orally argued),345 U.S. 427,73 S. Ct. 739,97 L. Ed. 2d 1125,1953 U.S. LEXIS 2551,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,303,CALMAR STEAMSHIP CORP. v. SCOTT ET AL.,1/15/1953,,"water transportation, stevedore",,"insurance company, or surety",,cert,,,no mention that a 3-judge ct heard case,New York Southern U.S. District Court,37,"U.S. Court of Appeals, Second Circuit",,no mention that dissent occurred,to resolve important or significant question,reversed,conservative,no declaration of unconstitutionality,vacated and remanded,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,"liability, other than as in sufficiency of evidence, election of remedies, punitive damages",Economic Activity,liberal,dissent in opposite direction,federal common law,,,,,"FFrankfurter 	Frankfurter, Felix ( 01/30/1939 - 08/28/1962 )","HLBlack 	Black, Hugo ( 08/19/1937 - 09/17/1971 )",first vote on issue/legal provision,6,3
1952-082,1952-082-01,1952-082-01-01,1952-082-01-01-01,4/27/1953,opinion of the court (orally argued),345 U.S. 446,73 S. Ct. 733,97 L. Ed. 2d 1140,1953 U.S. LEXIS 2540,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,262,CALMAR STEAMSHIP CORP. v. UNITED STATES,1/15/1953,,"water transportation, stevedore",,United States,,cert,,,no mention that a 3-judge ct heard case,New York Southern U.S. District Court,37,"U.S. Court of Appeals, Second Circuit",,no mention that dissent occurred,to resolve important or significant question,reversed,conservative,no declaration of unconstitutionality,vacated and remanded,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,"liability, governmental: tort or contract actions by or against government or governmental officials other than defense of criminal actions brought under a civil rights action.",Economic Activity,conservative,dissent in opposite direction,statutory construction,,Infrequently litigated statutes,Infrequently litigated statutes,46 U.S.C. € 741,"FFrankfurter 	Frankfurter, Felix ( 01/30/1939 - 08/28/1962 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,9,0
1952-083,1952-083-01,1952-083-01-01,1952-083-01-01-01,4/27/1953,opinion of the court (orally argued),345 U.S. 457,73 S. Ct. 757,97 L. Ed. 2d 1147,1953 U.S. LEXIS 2692,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,442,UNITED STATES v. CARROLL,3/11/1953,,United States,,"person accused, indicted, or suspected of crime",,appeal,,,no mention that a 3-judge ct heard case,Missouri Western U.S. District Court,30,Missouri Western U.S. District Court,Missouri,no mention that dissent occurred,case did not arise on cert or cert not granted,,conservative,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,statutory construction of criminal laws: internal revenue (cf. Federal Taxation),Criminal Procedure,conservative,dissent in opposite direction,statutory construction,"interpretation of administrative regulation or rule, or executive order",Federal Statute,Internal Revenue Code and pre-IRC revenue acts,,"WODouglas 	Douglas, William ( 04/17/1939 - 11/12/1975 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,9,0
1952-084,1952-084-01,1952-084-01-01,1952-084-01-01-01,5/4/1953,judgment of the Court (orally argued),345 U.S. 461,73 S. Ct. 809,97 L. Ed. 2d 1152,1953 U.S. LEXIS 2603,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,52,TERRY ET AL. v. ADAMS ET AL.,1/16/1953,,"voter, prospective voter, elector, or a nonelective official seeking reapportionment or redistricting of legislative districts (POL)",,"political candidate, activist, committee, party, party member, organization, or elected official",,cert,,,no mention that a 3-judge ct heard case,Texas Southern U.S. District Court,51,"U.S. Court of Appeals, Fifth Circuit",,no mention that dissent occurred,no reason given,reversed,conservative,no declaration of unconstitutionality,reversed and remanded,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,voting,Civil Rights,liberal,dissent in opposite direction,judicial review (state level),,Constitutional Amendment,Fifteenth Amendment (other provisions),,"HLBlack 	Black, Hugo ( 08/19/1937 - 09/17/1971 )","HLBlack 	Black, Hugo ( 08/19/1937 - 09/17/1971 )",first vote on issue/legal provision,8,1
1952-085,1952-085-01,1952-085-01-01,1952-085-01-01-01,5/4/1953,opinion of the court (orally argued),345 U.S. 495,73 S. Ct. 800,97 L. Ed. 2d 1174,1953 U.S. LEXIS 2538,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,330,"ESSO STANDARD OIL CO. v. EVANS, COMMISSIONER OF FINANCE AND TAXATION, ET AL.",3/10/1953,,"oil company, or natural gas producer",,"governmental official, or an official of an agency established under an interstate compact",Tennessee,appeal,,,no mention that a 3-judge ct heard case,State Trial Court,50,State Supreme Court,Tennessee,no mention that dissent occurred,case did not arise on cert or cert not granted,affirmed,conservative,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,national supremacy: intergovernmental tax immunity,Federalism,conservative,dissent in opposite direction,judicial review (state level),,Constitution,"Article VI, Section 2 (supremacy clause)",,"SFReed 	Reed, Stanley ( 01/31/1938 - 02/25/1957 )","SFReed 	Reed, Stanley ( 01/31/1938 - 02/25/1957 )",first vote on issue/legal provision,5,3
1952-086,1952-086-01,1952-086-01-01,1952-086-01-01-01,5/4/1953,opinion of the court (orally argued),345 U.S. 502,73 S. Ct. 807,97 L. Ed. 2d 1182,1953 U.S. LEXIS 2602,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,508,UNITED STATES v. INTERNATIONAL BUILDING CO.,4/8/1953,,United States,,"taxpayer or executor of taxpayer's estate, federal only",,cert,"Internal Revenue Service, Collector, Commissioner, or District Director of",,no mention that a 3-judge ct heard case,Missouri Eastern U.S. District Court,30,"U.S. Court of Appeals, Eighth Circuit",,no mention that dissent occurred,federal court conflict,reversed,conservative,no declaration of unconstitutionality,reversed,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,judicial administration: collateral estoppel or res judicata,Judicial Power,conservative,dissent in opposite direction,federal common law,,Other,Estoppel,,"WODouglas 	Douglas, William ( 04/17/1939 - 11/12/1975 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,9,0
1952-087,1952-087-01,1952-087-01-01,1952-087-01-01-01,5/4/1953,opinion of the court (orally argued),345 U.S. 507,73 S. Ct. 803,97 L. Ed. 2d 1206,1953 U.S. LEXIS 2550,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,488,CALLANAN ROAD IMPROVEMENT CO. v. UNITED STATES ET AL.,4/8/1953,,"water transportation, stevedore",,Interstate Commerce Commission,,appeal,Interstate Commerce Commission,,3-judge district ct heard case,New York Northern U.S. District Court,37,New York Northern U.S. District Court,New York,no mention that dissent occurred,case did not arise on cert or cert not granted,affirmed,conservative,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,judicial administration: collateral estoppel or res judicata,Judicial Power,conservative,dissent in opposite direction,federal common law,"interpretation of administrative regulation or rule, or executive order",Other,Estoppel,,"SMinton 	Minton, Sherman ( 10/12/1949 - 10/15/1956 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,8,1
1952-088,1952-088-01,1952-088-01-01,1952-088-01-01-01,5/18/1953,opinion of the court (orally argued),345 U.S. 514,73 S. Ct. 856,97 L. Ed. 2d 1211,1953 U.S. LEXIS 2087,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,394,"WELLS, ADMINISTRATRIX, v. SIMONDS ABRASIVE CO.",1/7/1953,,"employee, or job applicant, including beneficiaries of",,"employer. If employer's relations with employees are governed by the nature of the employer's business (e.g., railroad, boat), rather than labor law generally, the more specific designation is used in place of Employer.",,cert,,,no mention that a 3-judge ct heard case,Pennsylvania Eastern U.S. District Court,45,"U.S. Court of Appeals, Third Circuit",,no mention that dissent occurred,to resolve important or significant question,affirmed,conservative,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,"liability, other than as in sufficiency of evidence, election of remedies, punitive damages",Economic Activity,conservative,dissent in opposite direction,judicial review (state level),,Constitution,"Article IV, Section 1 (full faith and credit clause)",,"FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,5,3
1952-089,1952-089-01,1952-089-01-01,1952-089-01-01-01,5/18/1953,opinion of the court (orally argued),345 U.S. 528,73 S. Ct. 840,97 L. Ed. 2d 1221,1953 U.S. LEXIS 2088,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,244,MAY v. ANDERSON,1/6/1953,,mother,,father,,appeal,,,no mention that a 3-judge ct heard case,State Trial Court,41,State Supreme Court,Ohio,no mention that dissent occurred,case did not arise on cert or cert not granted,petition denied or appeal dismissed,conservative,no declaration of unconstitutionality,reversed and remanded,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,due process: jurisdiction (jurisdiction over non-resident litigants),Due Process,liberal,dissent in opposite direction,judicial review (state level),,Constitution,"Article IV, Section 1 (full faith and credit clause)",,"HHBurton 	Burton, Harold ( 10/01/1945 - 10/13/1958 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,5,3
1952-090,1952-090-01,1952-090-01-01,1952-090-01-01-01,5/18/1953,opinion of the court (orally argued),345 U.S. 544,73 S. Ct. 848,97 L. Ed. 2d 1232,1953 U.S. LEXIS 2558,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,290,WATSON ET AL. v. COMMISSIONER OF INTERNAL REVENUE,2/2/1953,,"taxpayer or executor of taxpayer's estate, federal only",,United States,,cert,"Internal Revenue Service, Collector, Commissioner, or District Director of",,no mention that a 3-judge ct heard case,U.S. Tax Court,,"U.S. Court of Appeals, Ninth Circuit",,no mention that dissent occurred,federal court conflict,affirmed,liberal,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,"federal taxation, typically under provisions of the Internal Revenue Code",Federal Taxation,liberal,dissent in opposite direction,statutory construction,,Federal Statute,Internal Revenue Code and pre-IRC revenue acts,,"HHBurton 	Burton, Harold ( 10/01/1945 - 10/13/1958 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,6,3
1952-091,1952-091-01,1952-091-01-01,1952-091-01-01-01,5/25/1953,opinion of the court (orally argued),345 U.S. 559,73 S. Ct. 891,97 L. Ed. 2d 1244,1953 U.S. LEXIS 2051,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,648,AVERY v. GEORGIA,4/30/1953,,"person accused, indicted, or suspected of crime",,State,Georgia,cert,,,no mention that a 3-judge ct heard case,State Trial Court,13,State Supreme Court,Georgia,no mention that dissent occurred,to resolve question presented,affirmed,conservative,no declaration of unconstitutionality,reversed,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,"desegregation (other than as pertains to school desegregation, employment discrimination, and affirmative action)",Civil Rights,liberal,dissent in opposite direction,judicial review (state level),,Constitutional Amendment,Fourteenth Amendment (equal protection),,"FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,8,0
1952-092,1952-092-01,1952-092-01-01,1952-092-01-01-01,5/25/1953,opinion of the court (orally argued),345 U.S. 565,73 S. Ct. 911,97 L. Ed. 2d 1250,1953 U.S. LEXIS 2052,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,113,TINDER v. UNITED STATES,4/9/1953,,"person accused, indicted, or suspected of crime",,United States,,cert,,,no mention that a 3-judge ct heard case,,,"U.S. Court of Appeals, Fourth Circuit",,no mention that dissent occurred,federal court conflict,affirmed,conservative,no declaration of unconstitutionality,reversed and remanded,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,statutory construction of criminal laws: miscellaneous,Criminal Procedure,liberal,dissent in opposite direction,statutory construction,,Infrequently litigated statutes,Infrequently litigated statutes,18 U.S.C. € 1708,"SFReed 	Reed, Stanley ( 01/31/1938 - 02/25/1957 )","HLBlack 	Black, Hugo ( 08/19/1937 - 09/17/1971 )",first vote on issue/legal provision,5,3
1952-093,1952-093-01,1952-093-01-01,1952-093-01-01-01,5/25/1953,opinion of the court (orally argued),345 U.S. 571,73 S. Ct. 921,97 L. Ed. 2d 1254,1953 U.S. LEXIS 2533,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,226,LAURITZEN v. LARSEN,1/6/1953,,"water transportation, stevedore",,"employee, or job applicant, including beneficiaries of",,cert,,,no mention that a 3-judge ct heard case,New York Southern U.S. District Court,37,"U.S. Court of Appeals, Second Circuit",,no mention that dissent occurred,conflict between federal court and state court,affirmed,liberal,no declaration of unconstitutionality,reversed and remanded,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,election of remedies: legal remedies available to injured persons or things,Economic Activity,conservative,dissent in opposite direction,statutory construction,federal common law,Federal Statute,"Jones, or Death on the High Seas",,"RHJackson 	Jackson, Robert ( 07/11/1941 - 10/09/1954 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,7,1
1952-094,1952-094-01,1952-094-01-01,1952-094-01-01-01,5/25/1953,opinion of the court (orally argued),345 U.S. 594,73 S. Ct. 872,97 L. Ed. 2d 1277,1953 U.S. LEXIS 2716,1952,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,374,TIMES-PICAYUNE PUBLISHING CO. ET AL. v. UNITED STATES,3/11/1953,,"newspaper, newsletter, journal of opinion, news service",,United States,,appeal,,,no mention that a 3-judge ct heard case,Louisiana Eastern U.S. District Court,22,Louisiana Eastern U.S. District Court,Louisiana,no mention that dissent occurred,case did not arise on cert or cert not granted,,liberal,no declaration of unconstitutionality,reversed,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,antitrust (except in the context of mergers and union antitrust),Economic Activity,conservative,dissent in opposite direction,statutory construction,,Federal Statute,Sherman,,"TCClark 	Clark, Tom ( 08/24/1949 - 06/12/1967 )","HLBlack 	Black, Hugo ( 08/19/1937 - 09/17/1971 )",first vote on issue/legal provision,5,4
